"start","end","text"
"2014280","2032560"," историей. Он для меня скажем, для души. И там я делаю карусели. Не поверите, просто в Stories. Я беру свои фотографии, я их заношу в Stories, беру стандартные шрифты, пишу туда текст. Готово. И я это всё отправляю. И это вообще никак не ухудшает качество. Плюс помним, что в штуке"
"2032560","2050840"," с... Как это? В Stories, где мы можем редактировать нашу картинку, там есть и формат коллажей, и там есть подложки, и там можно добавлять картинки поверх. То есть обилие инструментов, которые для начала и для базы супер-классно подойдут. В моём случае из-за того, что я добавляю сюда нескольких"
"2050840","2068860"," рисующих элементов, я их делаю просто на планшете. А в галерее, вы поверите, просто заходим в галерею, там есть кнопочка «Править», там есть кнопочка «Карандашик». Я выбираю этот карандашик, я дорисовываю туда эти линии. То есть я даже не захожу в сторонние приложения. Вот такие маленькие линии я"
"2068860","2088679"," могу... Звёздочки, кружочки, всё остальное я могу нарисовать прямо в галерее на телефоне и на iPad, где мне удобнее будет. Ещё немножечко про приложения, где более сложный формат оформления. Я расскажу чуть-чуть попозже, если вам это будет интересно, если вы хотите с этим заморочиться. Если нет,"
"2088980","2106420"," попробуйте вообще вот реально просто зайти в галерею и найти кнопку «Править». Увидите, что там есть несколько карандашей, там переварная ручка, есть ещё что-то. Попробуйте ей вообще подписать. Можно на iPad вот этим пейтсом порисовать, тоже удобно. На телефоне я некоторые штуки, которые именно"
"2106420","2124620"," линии или кружочки, делаю вот просто пальцем. Тут нужно немножко приноровиться, я согласна с этим, но этого вполне достаточно. Я некоторые stories так оформляю. Чуть-чуть попозже их тоже покажу. Вот. И про более сложные форматы уже тоже расскажем в блоке с вопросами. Так, давайте к воронкам. "
"2125720","2143920"," Воронки, значит. Что это у нас такое? Это перевод с одной единицы контента на другой, часто с целью того, чтобы человек перешёл с одной единицы контента на другую и получил более ценную информацию. То есть суть воронок в том, чтобы перевести, допустим, с Инстаграма на Телеграм-канал. Чаще всего"
"2143920","2165960"," работает именно такая воронка, потому что с сентября у нас рекламные какие-то штуки по законам, поэтому лучше всего переводить всю воронку в Телеграм-канал. Я сама использую такой способ. И в Телеграм-канале аудитория формируется более лояльной, более доверительной, и не та, которая готова"
"2165960","2182440"," погрузиться в контекст всей вашей сложной информации или контекста вашей жизни, поэтому воронка для этого классно предназначена. Например, как это может работать? У нас есть Reels Pro Советы в отношениях. Мы рассказываем про отношения, рассказываем про то, что мы сходили, допустим, к семейному"
"2182440","2197760"," психологу, и он нам рассказал очень классный инструмент по поводу того, как там скрепить наши отношения, и вы рассказываете, это всё сейчас ещё в Reelsах, и вы рассказываете о том, что вы попробовали этот инструмент, вы его применили, и вы заметили, насколько улучшились ваши отношения с партнёром."
"2198620","2217920"," И про этот инструмент рассказала, допустим, в своём Телеграм-канале. Чтобы это получить, вам нужно оставить какой-то комментарий и быть на меня подписанным. Такая самая простая логика. Когда мы направляем какой-то наш совет или нашу ценную информацию, но сразу же не раскрываем суть этого совета или"
"2217920","2236560"," суть этой инструкции, как, например, я делала, по-моему, позавчера, делала Reels про то, что мне мой коуч посоветовал пройти очень прикольное упражнение для нахождения своей зоны гениальности. То есть это когда вы не понимаете, к примеру, в чём вы можете развиваться, какая идеальная сфера, в"
"2236560","2254620"," которой вы можете заработать больше всего, или какая сфера, которая лучше всего отображает ваше самое классное качество, вы можете сделать это упражнение. Ввиду того, что упражнение просто по факту, оно объёмное, там вопросов, наверное, 8 или 10. И если я сделаю Reels с этими всеми вопросами,"
"2254740","2269380"," скорее всего, внимание, которое человек будет удерживать с просмотра этого видео, оно будет с каждой секунды снижаться. Именно поэтому Воронка идеально для этого подходит, потому что я могу просто показать, что мне дали очень классный метод, я его попробую применить, я его применила на своих"
"2269380","2286600"," учениках, я вижу, насколько она сужает круг того, чем вы можете заниматься и просто даёт направление, куда я могу пойти, в чём я могу развиваться, чтобы получить максимальный какой-то результат. И если человеку интересна, допустим, эта структура или сделать это упражнение, он может просто перейти в"
"2286600","2305000"," ваш Телеграм-канал или оставить какой-то комментарий, ему в Директ придёт ссылочка на то, куда перейти, чтобы получить это всё. Я туда подключаю боты, чтобы он сам отправлял автоматически, сразу же, за одну секунду, все эти сообщения. И так быстрее, так проще, и человек сразу переходит в Телеграм "
"2305000","2323960","-канал, там уже виден длинный текст или какое-то видео. Я чуть-чуть подробнее сейчас расскажу, какие могут быть форматы воронок, как это можно всё составить так, чтобы человек получил информацию, в каком формате. Соответственно, человек перешёл с одной единицы контента, с релса или с поста, к вам в"
"2323960","2344500"," Телеграм-канал, потому что он хотел получить подробную информацию про то, о чём мы говорили в видео. А воронки тесно связаны с лид-магнитом. Соответственно, вот эта ценная информация, про которую я только что вам сейчас сказала, она и есть лид-магнит. Это так и называется. То есть это любая"
"2344500","2361140"," форма, в которую вы поместили какую-то информацию. Как найти то, что будет интересно вашей аудитории? То есть как найти свой лид-магнит? Что я вообще могу дать своей аудитории? Что я вообще могу включить в эти релсы, в эти посты, чтобы человек вообще захотел перейти? Это тоже, на самом"
"2361140","2379200"," деле, очень важный и классный вопрос, потому что можно бездумно делать разные варианты воронок и не получать результаты, не получать никаких комментариев под этими постами, потому что вы просто не понимаете, допустим, на кого они нацелены и в кого они будут попадать, собственно. Что я рекомендую"
"2379200","2397880"," сделать для того, чтобы понять, какие воронки, какие темы в целом использовать для того, чтобы человек захотел перейти и получить более ценную информацию? Во-первых, провести КСДВ. Это, по факту, анкеты, которые человек заполняет, чтобы поотвечать на вопросы касательно вообще себя, чтобы вы просто"
"2397880","2415080"," познакомились с человеком. В этом случае мы используем КСДВ, если у вас есть какая-то аудитория. То есть если у вас 1000 и больше подписчиков, 2000 и больше подписчиков, чтобы каждого отдельного человека не донимать, вы можете просто сделать общую анкету, допустим, включить ее в тот же Stories или"
"2415080","2431640"," же, ну да, в Stories, на самом деле, это идеальный формат, и за это что-нибудь человеку подарить. Если вы, допустим, эксперт, вы можете подарить какую-то коротенькую 20-минутную консультацию или вы можете подарить какой-то маленький гайд или полезный пост, чтобы человек имел мотивацию вообще"
"2431640","2449420"," ответить на эти вопросы. Что мы включаем в эти вопросы? Самая главная наша цель – это понять, какие интересы у человека, почему он вас смотрит, кого он еще смотрит, чтобы узнать своих конкурентов, кого он может еще посмотреть, за кем он может еще понаблюдать, чтобы узнать его проблемы, то есть"
"2449420","2466140"," какие у него есть боли, которые вы можете закрыть за счет своего контента или за счет своей информации. И это самый, на самом деле, ключевой вопрос. Он может звучать как «С какими проблемами ты сталкиваешься в последний год? Как ты пробовал их решать? Что помогло? Что не помогло?» И"
"2466140","2482620"," тут человек может честно и искренне рассказать что-то в контексте вашей ниши. То есть, допустим, когда я проводила анкеты по нише ментора по блогу, люди рассказывали, как они пытались развивать свой блог, как они пытались выстроить систему, как они пытались в воронках разобраться, и у них это все"
"2482620","2498880"," не получалось, потому что все это звучит сложно и так далее. Вот. То есть, таким образом, я получаю сводку тем, вот этих болей, с которыми я могу работать, и по ним я могу делать вот эту цельную информацию. Что делать, если у меня меньше тысячи подписчиков, и в целом вообще"
"2498880","2520060"," я только начинаю, и аудитории как таковой нет? Я рекомендую просто посмотреть, что актуально на рынке в рамках вашей ниши. Если вы эксперт, посмотрите, что у других экспертов работает, какая сейчас тема вот будоражит всю аудиторию, и что чаще всего включает, допустим, в контент, о чем чаще всего"
"2520060","2537880"," говорят. С этого уже можно начать. Если у вас сразу же возникает вопрос, а если я не понимаю, какую цельную информацию я могу дать, то есть, если я там не эксперт какой-то, что же я могу интересного дать? Взгляните на свою жизнь с позиции того, чему вы учитесь. Какой"
"2537880","2555960"," вы опыт приобретаете. У каждого из нас есть опыт и какие-то жизненные случаи, через которые мы проходим, и что-то важное для себя узнаём. То есть, допустим, пошли вы к психологу и узнали, на самом деле, как бороться с тревожностью. Вы можете уже про это сделать пост. Или, что"
"2555960","2573160"," еще, про отношения узнали какую-то фишку прикольную, которая помогла вам наладить вашу связь с партнером. Тоже можете включить это в ваш контент. Просто взгляните на свою жизнь и начните в ней подмечать какие-то моменты, которые вас чему-то научили, чему вы научились, через что вы прошли и чем"
"2573160","2589340"," вы можете поделиться другими людьми. Вот это мы включаем, собственно, в наши лид-магниты. Какие могут быть лид-магниты? Сейчас я говорю уже не про тему, не про наполнение, а про форму. Как это может выглядеть? Это может быть статья, чаще всего. Это может быть какой-то пост. То есть,"
"2589440","2608540"," когда вы просто текстом оформляете свою мысль. В том же телеграм-канале. Это может быть подкаст, когда вы просто голосовое в телеграм-канале записываете и там же набалтываете ответ на вопрос или просто делитесь чем-то ценным и полезным. Это может быть какой-то урок. Если вы хотите видео какое "
"2608540","2628960","-то записать, вы можете записать это в видеоформате. Это может быть подборка чего-то. То есть, если вы... что это может быть. Например, если какая-то визуальная часть или ваша ниша как-то связана, допустим, с оформлением, с дизайном, вы можете собрать там подборку самых классных визуальных авторов"
"2628960","2646620"," 2025 года, на кого стоит подписаться, и это будет выглядеть в формате скриншотов каких-то тех самых авторов, на которых стоит подписаться. То есть это может быть в формате подборки картинок. Самый главный ответ на вопрос, и сейчас это уже с примерами буду показывать, как переводить с одного"
"2646620","2665940"," контента на другой. Самая главная распространенная схема — это когда у нас есть trios или у нас есть пост, и с него мы переводим на телеграм-канал. Что человеку нужно сделать, чтобы попасть в телеграм-канал? Ему нужно оставить комментарий, какое-то кодовое слово, которое вы сами выбрали, для того"
"2665940","2685800"," чтобы бота настроить автоматически. И вы также просите за это подписку. Все, человек подписывается, оставляет комментарий и переходит, собственно, на телеграм-канал, где уже лежит ваш ледмагнит. А с постом все то же самое, неважно, это у вас формат карусели или же у вас формат рилса, суть та же"
"2685800","2701620"," самая. И еще более легкий формат, когда у вас просто рилс или пост, и вы говорите, что вы можете найти информацию просто по шапке меня в профиле. У вас там в шапке ссылка на ваш телеграм-канал, допустим. Так тоже работает. Сейчас хочу уже к примерам непосредственно перейти, чтобы вы"
"2701620","2721320"," уже поняли, как это на деле может работать, про воронки. Так, разбираем, как можно перевести поворонки с хайлайтс о своем пути к телеграм-каналу. Вы помните, да, я говорила про свой путь и что... Вот сейчас разберем примеры. Ввожу в контекст, напоминаю, так сказать. Хайлайтс о своем пути — это"
"2721320","2738500"," информация о том, когда мы просто рассказываем про свой какой-то переломный момент, про то, как вы вышли из состояния одного к состоянию другого, где у вас уже все есть, где вы чувствуете себя счастливее, лучше и так далее. Как мы переводим вообще на эту тему? Мы начинаем со своей"
"2738500","2761720"," истории, ваш путь до, как он выглядел вообще. Какими вы были, когда вы, допустим, не вели блог, или работали в офисе, к примеру, или вы жили в маленьком городе, и у вас появилась какая-то мечта, допустим, это изменить, или начать вести блог, или переехать в большой город, или стать"
"2761720","2780340"," богаче, и так далее. Абсолютно не важно, что это есть, но начинаем мы всегда с того, как это выглядело до. Какие обстоятельства, возможности вас окружали, как выглядела ваша жизнь, чтобы более полно включить человека в контекст того, как это выглядит. Сразу показываю на примере, как это может быть."
"2780820","2797040"," То есть я родился в обычной семье, ходил в обычную школу, и даже не представлял, как может сложиться моя жизнь, и кем я стану, когда вырасту. Соответственно, наша точка А – это человек просто из обычной семьи, из обычной школы, и у него вообще нет никакой мечты, никакого представления, допустим."
"2797160","2817100"," Он не знал, кем он хочет быть, но… И там мы дальше погружаем в историю того, как жизнь развивалась. Там случались разные жизненные ситуации, разные неприятные обстоятельства. И когда мы начинаем погружать в нашу историю жизни, мы всегда двигаемся к тому, что, допустим, произошло что-то, тот самый"
"2817100","2832160"," переломный момент, который всё изменил. То есть, к примеру, вы пошли на какую-то работу, и вас там чему-то ценному научили. Вы прошли какой-то ценный курс, и вы после этого поняли, что нужно сделать. Или вам подвернулась классная возможность, и вы, наконец, переехали. Или вы завели свой блог"
"2832160","2850440"," и потратили столько-то месяцев, чтобы прийти к тому, как на самом деле его нужно вести, и что делать, чтобы получать какие-то результаты. Вот этот переломный момент очень круто перевести в воронку, собственно. Это ценный момент, то есть человек уже увидел вашу линию жизни, он увидел, как выглядела"
"2850440","2866960"," ваша жизнь до. И он хочет узнать, что это был за момент, то есть что за упражнение, что за ценный какой-то инсайт. И вы можете этот инсайт, собственно, и перевести в телеграм-канал. Вот как это может выглядеть. Несмотря на эту ситуацию... Так, ситуация уже была в разы лучше."
"2867420","2884240"," Из моего окна уже был не серый город с заброшками, а Москва-Сити. Университет мне открыл возможности к стажировкам в крупных компаниях, и подробнее про это рассказал здесь. Вот, то есть у человека появляется возможность, если ему это интересно, узнать подробнее, что конкретно произошло. Оставляем"
"2884240","2903440"," ссылку на телеграм-канал, и человек переходит. Вот, такая воронка, когда мы просто через смысл провели человека к желанию, к естественному желанию узнать, как это все происходило, и что конкретно помогло человеку, допустим, из этого выйти или из этого выбраться. Вот, мы включаем на ключевой моменте"
"2903440","2919680"," воронку, и она будет уже хорошо работать, потому что вы более глубоко раскрываете эту тему в своем телеграм-канале. Оставляем ссылку. Или же на моем примере. У меня история не про мою жизнь, но это тоже история про кризис. И тут буквально она связана с тем, что когда-то я"
"2919680","2934080"," начинаю свою историю уже в обратном направлении. Не с точки до, когда у меня ничего не было и все остальное, а наоборот со своей мечтой, когда я делюсь о том, что когда-то я мечтала работать из красивых мест, смотреть видео, от которых у меня идут мурашки, и общаться с"
"2934080","2949080"," творческими людьми, с которыми можно поговорить на абсолютно разные темы. То есть я сразу включаю человека в свою мечту, и те люди, которым это откликается, они сразу же обращают на это внимание, такие, так, окей, мне интересно узнать, давайте дальше почитаем. Вот, то есть я начинаю свой"
"2949080","2967120"," storytelling с этого. Сразу с мечты. Дальше погружаю чуть-чуть подробнее в эту мечту. О том, что моя мечта сбылась. И признаюсь честно, что я вообще не думала о том, что это когда-то произойдет, или произойдет именно так. После этого раскрываю, что я пришла к своей мечте, но только"
"2967120","2980880"," после того, как я прошла свой кризис. И тут это важный тоже момент, потому что кризис всегда начинается, естественно, не с того состояния, в котором у вас было все, а наоборот состояние, когда у вас было ничего, и потом что-то произошло, и вы пришли к этой мечте. То есть"
"2980880","2997560"," я иду здесь в обратном направлении. Была мечта, она сбылась, но она сбылась потому, что произошел кризис. Включаю сюда мысль, в которой аудитория, которая проходит через кризис, или проходила через него, может узнать себя. Просто классная мысль, которая еще больше сближает меня с аудиторией."
"2998300","3016580"," Дальше. Я рассказываю уже подробно про кризис, про то, как это происходило, как это было, какую цель я перед собой поставила, почему вообще этот кризис произошел, и к чему мне конкретно хотелось прийти, что я пошагово делала. Тут я рассказываю, что с декабря 2024 года я мысленно поставила перед"
"3016580","3032660"," собой задачу научиться без съемок и без запусков зарабатывать чисто на блоге. То есть ничего не запускать, не заниматься фотосъемками, а просто вести свой блог и зарабатывать с этого. Но представления о том, как это делать, у меня вообще в голове не было. И тут нужно было подумать. Я сделала"
"3032660","3051100"," несколько шагов, чтобы к этому прийти, и тут я начинаю рассказывать о том, какие шаги я совершила, чтобы подйти к реализации своей мечты. Рассказываю. Шаг один. Я начала, взяла за себя как за проект. Можете уже подробнее почитать. Шаг два. Рассказываю, что я усилила свои текущие услуги, повысив их"
"3051100","3068360"," глубину, по ценности, сразу прикрепила обратную связь. Как клиенты мои начали отзываться о том, как я сейчас выстроила весь свой подход. То есть мы постепенно двигаемся к тому, что у меня был кризис, у меня не было понимания, как из него выйти, но я начала предпринимать какие-то действия, чтобы"
"3068360","3085320"," нащупывать, как мне из этого выйти. Шаг один включила, показала как. Шаг два включила. И вот тут идеальный момент, чтобы перевести человека в воронку, потому что он уже в контексте моей истории, и ему уже тоже интересно, допустим, как мне выбраться из этого кризиса. Потому что, как я и сказала,"
"3085440","3102940"," главная суть вот этой истории — это привлечь тех людей, которые проходят через подобное. Вот. Здесь у нас идеальный момент, потому что появляется второй шаг. Здесь я говорю о том, что в моей системе и в моей жизни появилась дисциплина, которая помогла мне выпадать из блога во время кризиса, потому"
"3102940","3118260"," что раньше этого не было. И вот тут я уже идеально перевожу на свой Телеграм-канал. Я показываю, что появилась дисциплина, и посмотрите, каким результатом она меня привела. И при всем при этом моя дисциплина не включает в себя никакого насилия над собой. Это просто новый подход, просто четкая"
"3118260","3134060"," система. И это не секрет, я максимально подробно все его расписала в своем воркбуке. И тут я отправляю просто ссылку на Телеграм-канал, где уже лежит мой воркбук, который человек может пройти, если ему это интересно. А ему, скорее всего, это интересно, потому что он уже в контексте этого стрит "
"3134060","3151120","-теллинга. Вот. И дальше я заканчиваю стрит-теллинг тем, что я подвожу еще там третий шаг. И общий вывод. Общий вывод я люблю завершать сообщениями из директа, когда уже человек мне тоже дал какую-то обратную связь. И здесь могу это подключить, уже подключить свой какой-то вывод из этой"
"3151120","3166240"," ситуации. То есть, допустим, я не знала, к чему меня приведет мой кризис. И более того, я не думала, что после него я, наконец, приду к своей мечте. Но если двигаться шаг за шагом, то постепенно ты придешь к тому, о чем ты хотела. Вот. То есть, соответственно, я и"
"3166240","3187640"," продемонстрировала аудитории, что эта тема ей интересна. И закончила логически свой стрит-теллинг. Так. Мы уже постепенно к теме стрит-теллинга двигаемся. Но это была история с воронкой. То есть, суть воронок через стрит-теллинг — это найти тот момент, в котором мы включаем ключевую ценную мысль,"
"3188000","3206520"," которая будет интересна нашей аудитории. Если эта мысль появляется, человеку, скорее всего, будет очень важно, и ценно, и интересно ее узнать. И вот в этот момент мы как раз-таки подключаем ссылку на телеграм-канал и переводим человека туда. Давайте так. Один вопрос, и двигаемся к теме стрит "
"3206520","3237120","-теллинга. Мы же просто, так, ведем человека на телеграм-канал. Как он найдет именно этот пост? Он будет листать все посты. Если"
"3237120","3256020"," это, допустим, последний пост, или же он, да, закреплен, то человек может очень быстро его найти. Самый лучший вариант — это просто его закрепить в ваш пост. Спасибо, что помогли ответить на вопрос. Вижу, что вы уже разбираетесь в этой теме. Давайте теперь к теме стрит-теллинга. Она у нас"
"3256020","3273660"," последняя. И после этого мы уже перейдем к вашим вопросам подробно. Так, здесь я тоже несколько стрит-теллингов подробненько разберу. Они не сильно связаны с воронкой, хотя вы тоже их можете включить в любой из моментов. Просто рассказываю суть того, как соблюдать внимание людей, которые смотрят"
"3273660","3293300"," ваши стрит-теллинги до самого конца. Вот. И как его удерживать? Тут я поделюсь своими четырьмя приемами и четырьмя фишками, которые помогают мне удерживать это внимание. Суть стрит-теллингов — просто инструмент взаимодействия с вашей аудиторией, инструмент перевода с одного контента на другой"
"3293300","3310460"," контент. То есть стрит-теллинг — это просто тот же контент, который в Reels и в постах, и всё остальное, только он в другом формате, в Stories. Написала три, на самом деле тут четыре приема. Итак, первый у нас прием — это эмоции. Я очень часто начинаю любые свои стрит "
"3310460","3328920","-теллинги именно с эмоциональных видео или с липсинков, то есть когда я под какую-то песню что-то пою, и я это всё эмоционально показываю, эмоционально транслирую. Это органично мне и моему блогу, если это тоже органично вам, если вы любите там танцевать или петь, попробуйте тоже включить эмоцию в"
"3328920","3347300"," первый Stories, именно вот в первый Stories, и вы посмотрите, как видео дают вам побольше просмотров на первый Stories. Просто потому что это эмоционально, это передаётся человеку через экран, и это интересно. Вот в моём случае Stories таки дают x3 к просмотрам. Второй формат — это интрига. То есть"
"3347300","3363700"," когда мы начинаем рассказывать историю с конца. Это для вас уже сейчас не новость, потому что я вам уже показала формат Storytelling, где я начала с конца, с мечты, и дальше уже перешла к тому, как это всё было до этой мечты, как это было в формате кризиса. То есть"
"3363700","3380540"," мы начинаем рассказывать историю с конца. К примеру, я так воодушевилась от красоты, и пришла к вам с гениальной идеей. Я не рассказываю, что за гениальная идея у меня появилась, но человеку, допустим, это было бы интересно узнать, и чаще всего интрига работает на то, что она просто цепляет и"
"3380540","3400600"," захватывает внимание, чтобы посмотреть остальные Stories. И дальше уже постепенно мы вводим в курс дела. То есть во втором слайде мы рассказываем, что, допустим, у меня была такая штука, как воронки, ой, такая штука, как карусели, и я рассказала, что как только я начала постить карусели, это мне"
"3400600","3420440"," много чего принесло, аудиторию, запросы и так далее. И всё началось именно с этого. Я по-прежнему, напомню, я не раскрываю сейчас ещё идею, я раскрываю, с чего всё началось. Дальше логикой ведём к тому, что рассказала про карусели, а вообще зачем карусели? Потому что визуал в каруселях в моём"
"3420440","3437120"," случае много чего решает, я отношу теперь ценности того, что это решает, соответственно, я людей также прогреваю к этой теме, если им это тоже интересно, если им интересна тема визуала. И после этого я уже раскрываю суть идеи, с которой я начала первый сторис. Я рассказываю о том, что вы"
"3437120","3452700"," сами знаете, что единого шаблона для всех нет, поэтому я собрала все упражнения практики, которые приблизят вас к индивидуальной стратегии. Я включила их всех в рабочую тетрадь, в свой воркбук, и в ней вы сможете пройти все эти упражнения самостоятельно и выстроить для себя систему и научиться"
"3452700","3472020"," также делать эти карусели. После этого я глубже раскрываю наполнение своей идеи, скажем так, из чего она состоит, в чём её ценность, почему человеку круто будет пройти мой воркбук. Тут я даю просто наполнение программу, скажем так, этого воркбука и даю реактор, чтобы человек мог оставить обратную"
"3472020","3490140"," связь, если он тоже ждёт этот воркбук, если ему это интересно. Завершаю storytelling предвкушающим, соответственно, сообщениям этой аудитории и держу в курсе того, что совсем скоро я вернусь с реализованной идеей, совсем скоро покажу вам, что из этого выйдет. То есть моя задача была через этот"
"3490140","3507600"," storytelling не дать сразу готовый какой-то продукт, не дать сразу готовое решение, а просто прогреть человека к тому, чтобы это в будущем запустить. То есть просто собрать интерес, увидеть, насколько это классно людям заходит, насколько это интересно или нет. Просто приём, который включает в себя"
"3507600","3524880"," именно прогрев. Третий мой приём – это вопрос. Он классно работает, особенно если вы выложили какой-то рилс или какой-то пост, который отвечает на какой-то вопрос или включает в себя какую-то прикольную информацию. То есть, допустим, у меня был рилс про то, что я не умела отдыхать"
"3524880","3543660"," 7 лет в своей жизни, и вот я наконец научилась, потому что к этому надо было наконец прийти, так уже невозможно. И, соответственно, весь ответ на этот вопрос находится в самом рилсе, но я это перерепостиваю к себе в сторис и просто даю один краткий ответ, как я научилась отдыхать."
"3544040","3557380"," Это такая классная воронка. Помню, да, что воронка – это не только перевод у нас на Телеграм-канал, но и перевод с одной единицы контента на другую. Соответственно, те, кто просто смотрели в сторис, но не листали ленту, они могли увидеть, что у меня вышел рилс. То есть вы можете"
"3557380","3578840"," таким образом показать, что у вас вышел новый рилс, а не просто репостить к себе и писать «У меня новый рилс», «У меня новый пост». Это более сужает круг, скажем так, людей, тех, кому это сразу интересно, и даже наоборот вызывает больше интереса. И последний прием – это сообщение. То"
"3578840","3596760"," есть когда мы начинаем наш сторителлинг с какого-то сообщения от вашей аудитории или вообще неважно от кого, который сразу цепляет. То есть в моем случае это было сообщение от моей ученицы, которая сказала, что я повлияла на нее, потому что она начала работать со своим экспертом, и они перешли"
"3596760","3614220"," за три недели к 55 тысячам подписчиков просто работать со сценариями. То есть я просто показываю свою ноту, потому что у меня реально других слов просто нет, и показываю это сообщение. Таким образом, начиная с сообщения, мы вызываем интерес у аудитории посмотреть про это чуть-чуть подробнее,"
"3614320","3631900"," посмотреть про это больше, узнать еще, и дальше уже начинаю вводить в курс дела. Дальше я даю просто сторис с мыслью, в которой аудитория может узнать себя. То есть я сразу не начинаю раскрывать суть, почему она мне это написала, как она пришла к вот этим 55 тысячам подписчиков за"
"3631900","3648220"," три недели. Я начинаю с мысли, которые те люди, даже которые не включены в контекст развития блога и всего остального, чтобы их тоже зацепить. То есть суть вот этих сторис – это просто прогреть интерес аудитории к тому, о чем я буду говорить. То есть здесь я просто вкидываю мысль"
"3648220","3667180"," о том, что было у вас когда-нибудь ощущение, нет, это не для меня, и вы продолжали разбирать свои травмы, улучшать себя, чтобы, наконец, быть хотя бы достойным желания чего-то. Мне тут еще девушка написала комментарий, что благодаря моему революциону она наконец разрешила себе встретиться со своими"
"3667180","3684660"," страхами и делать то, что она хотела сделать. Я говорю, прикиньте, вы годами живете с каким-то страхом и только ищете причину, чтобы вам разрешили что-то делать. Включила в контекст сразу тех, кому эта тема близка, те, кто тоже живут с каким-то ожиданием, которые люди тоже не знают,"
"3685380","3701320"," можно им что-то делать или нельзя, когда они не разрешают себе что-то. И после этого я, наконец, перевожу к сути сообщения. То есть как это вообще было связано с этой мыслью. Связываю одно с другим. Я говорю о том, что моя ученица пришла к такому результату, потому что"
"3701320","3720880"," она вошла в эту работу, имея какие-то минимальные знания и навыки, которые ей казалось недостаточно для того, чтобы работать с какими-то людьми, но она решила прийти во все это для того, чтобы в процессе обучаться. Потому что она сказала себе, что она хочет научиться, она имеет желание того,"
"3721020","3736860"," чтобы просто попробовать, и страх не должен здесь ей мешать. И вот она сказала, соответственно, ту мысль, которую я решила ей запостить в сториз, это я каждый день делаю то, что не умела до этого, и учусь в процессе. И это всегда казалось чем-то недосягаемым, но вот я здесь. "
"3736960","3753780"," Она мне рассказывала в моменте, что она пришла к такой аудитории, как она купила себе машину, как она переехала, наконец, в город, и говорила, что она жила кучу лет, в смысле вообще, что это невозможно. А на самом деле нужно было просто от самой себя разрешения это сделать, просто попробовать"
"3753780","3769460"," это сделать. И заканчиваю, соответственно, я этот storytelling тем, что в конце прикрепляю просто какую-то мысль, или совет, или практическую рекомендацию, которую любой человек, который это читает, может применить на себя. Например, я говорю, каждый день делать хотя бы один процент от того, к чему"
"3769460","3785920"," ты хочешь прийти. Я никогда до этого момента не создавала контент для огромного бренда под руководством целой команды. И вчера я это сделала, потому что просто я подумала, почему я не могу это сделать, ну попробуем, узнаем, получим опыт и так далее. То есть все закончилось на просто такой"
"3785920","3804980"," подводящей итоговой мысли. Я люблю всегда любые storytelling начинать с чего-то цепляющего и заканчивать чем-то логическим каким-то выводом. Поэтому в этом случае тоже я пришла к такому выводу. Все, у нас сейчас время для ответов на ваши вопросы. Так что все, что вы писали в чате, я"
"3804980","3826840"," наконец смогу зачитать. И все, что вы в моменте записывали для себя, если у вас какие-то возникали вопросы, сейчас будем разбирать. Давайте я пока что початую, а потом уже потому, что в моменте у вас придет. Да. Можно принять руку. Включу микрофон, чтобы все по очереди говорили. Можно будет"
"3826840","3857640"," голосом задать вопрос. Только, пожалуйста, по очереди. Да, Игорь. Слушаем ваш вопрос. Я тут два микрофона, мне плохо слышно сейчас. Все отлично. А вот так? Наверное, вообще прекрасно, да? Коллеги,"
"3857940","3877860"," всем добрый вечер. Диана, спасибо большое за твою экспертизу. Вопрос в следующем. В Highlights у некоторых блогеров и авторов я вижу, что они делают заглушки. А нам на курсе порекомендовали делать фотографии. Дай, пожалуйста, сравнительный анализ, когда можно заглушки и когда они лучше работают, а"
"3877860","3897470"," когда работают живые фотографии. Спасибо. Правильно я понимаю, что заглушки, вы подразумеваете, что это просто текст? Нет, ну, красивая иконка, красиво оформленная, то есть, условно говоря, просто иконка, да, как иконка, и это смотрится стильно. Угу. Так, поняла. Я сама в этом случае тогда"
"3897470","3919070"," использую заглушки в своих сторитерингах, когда есть мысль, которую вот прям нужно услышать без чего-либо дополнительного, без каких-то фоновых видео, без какой-то картинки на фоне, то есть, допустим, тот же вывод идеально делать на тех же заглушках. Или первую сториз, с примером, допустим,"
"3919110","3940570"," сообщение, или с первой мыслью, можно использовать как раз-таки в этом формате. Диана, перефразируй, я плохо использовал слова. Так ребята делают, например, «Мой путь», и прям иконка там «Дорога» и подписано «Мой путь», там «Кто я», и прям написано «Кто я», и все вот эти хайлайцы выполнены в одном"
"3940570","3964440"," стиле, и ты как будто ощущаешь себя как будто в меню какого-то сайта или так далее. То есть все первые картинки, хайлайцы, выполнены в одном стиле, не являются фотографиями или каким-то креативом. Я такое тоже видела, но на самом деле мне кажется, что это немножко такая стилистически индивидуальная"
"3964440","3980160"," штука для каждого. То есть если вы хотите так делать, вы можете так делать, и никто вам не запретит это делать. То есть я вижу в этом просто моменты кто как хочет. Если вам такое нравится, без проблем, если вы это стильно можете классно оформить, тоже без проблем. Если мы"
